"ID","Name","Category","Longitude","Latitude"
"145","مسلات وادي مردوم","الأودية ومصباتها","14.2913071","31.8326063"
"146","مشروع وادي التوت","الأودية ومصباتها","12.4158333333334","32.1136111111111"
"147","مشروع وادي الحي الزراعي","الأودية ومصباتها","12.7390636","32.3269874"
"148","مشروع وادي الهيرة الزراعي","الأودية ومصباتها","13.0373383","32.3105664"
"149","مشروع وادي برجوج الزراعي","الأودية ومصباتها","12.9638672","26.0074242"
"150","مشروع وادي نينا الزراعي","الأودية ومصباتها","15.2100563","29.7270422"
"151","مشروع وادي وامس الزراعي","الأودية ومصباتها","12.700882","31.6153081"
"152","مصب وادي القطارة","الأودية ومصباتها","20.0315105","32.055284"
"153","مصب وادي كعام","الأودية ومصباتها","14.4466782","32.5274209"
"154","معلق وادي برزة","الأودية ومصباتها","14.1133327","31.5995249"
"155","معلق وادي غبين","الأودية ومصباتها","14.4415666666666","31.6714305555556"
"156","مفترق وادي عتبة","الأودية ومصباتها","13.355577","26.5271846"
"160","منتجع وادي الكوف","الأودية ومصباتها","21.562313","32.70194"
"161","منتجع وادي الكوف","الأودية ومصباتها","21.563798","32.702"
"162","منتجع وادي بالنور","الأودية ومصباتها","13.593864","32.793093"
"163","منتجع وادي بالنور","الأودية ومصباتها","13.59408","32.792644"
"164","منتجع وادي بنور - WB Resort","الأودية ومصباتها","13.5940783","32.7926602"
"165","وادي أراماس","الأودية ومصباتها","11.7911988","24.9803601"
"166","وادي أم الجداري","الأودية ومصباتها","14.2511642","32.0971047"
"167","وادي أم الخيل","الأودية ومصباتها","23.8412333","32.1349564"
"168","وادي أم الرتم","الأودية ومصباتها","14.0117121","29.2165215"
"169","وادي أم العجرم","الأودية ومصباتها","14.5120277777778","31.1834166666667"
"170","وادي أم القنديل","الأودية ومصباتها","17.7345997","30.9027998"
"171","وادي أم عجرم","الأودية ومصباتها","14.2680645","31.2142329"
"172","وادي أماسين","الأودية ومصباتها","9.6449735","29.9858929"
"173","وادي أمها","الأودية ومصباتها","10.5557155","24.7680313"
"174","وادي أنشال","الأودية ومصباتها","10.5940819","24.9147745"
"175","وادي أنشال","الأودية ومصباتها","10.622381","24.7065892"
"176","وادي أوال","الأودية ومصباتها","10.8981149","29.5992123"
"177","وادي أويس","الأودية ومصباتها","10.5332279","25.336424"
"178","وادي إزغيدة","الأودية ومصباتها","14.2754751","31.9209385"
"179","وادي ابهوها","الأودية ومصباتها","11.5107046","25.3950196"
"180","وادي ابيار عاشور بوالمعاوي","الأودية ومصباتها","24.6151686","31.9915529"
"181","وادي اتينجستين","الأودية ومصباتها","12.3271647","26.3531443"
"182","وادي ادرار","الأودية ومصباتها","13.7054443","27.5615474"
"183","وادي ادرنجلكو","الأودية ومصباتها","10.33529","25.1226"
"184","وادي ادروه","الأودية ومصباتها","12.29285","26.159137"
"185","وادي ادس","الأودية ومصباتها","14.3397222222222","31.0455555555556"
"186","وادي ارار","الأودية ومصباتها","12.500445","26.411639"
"187","وادي ارفيد","الأودية ومصباتها","22.470583","32.773433"
"188","وادي استوة","الأودية ومصباتها","21.6678071","32.9288414"
"189","وادي استوة","الأودية ومصباتها","22.1008873","32.8663232"
"190","وادي اشكربة","الأودية ومصباتها","24.3144608","31.9984682"
"191","وادي اشيرما","الأودية ومصباتها","10.06232","27.00633"
"192","وادي اطبيريق","الأودية ومصباتها","23.9109063","32.1095144"
"193","وادي اغلاد","الأودية ومصباتها","10.1298649","25.0748694"
"194","وادي اكيسومين","الأودية ومصباتها","10.69253","25.22895"
"195","وادي الأثرون","الأودية ومصباتها","22.284597","32.8719799"
"196","وادي الأنصار","الأودية ومصباتها","13.0278549","26.4120931"
"197","وادي الانجيل","الأودية ومصباتها","22.4158442","32.8384308"
"198","وادي الباب","الأودية ومصباتها","20.5284691","31.5685539"
"199","وادي الباكور","الأودية ومصباتها","20.6174821","32.5148211"
"200","وادي البرك","الأودية ومصباتها","21.426434","32.6425168"
"201","وادي البغار","الأودية ومصباتها","20.3460886","31.9182653"
"202","وادي البلاطة","الأودية ومصباتها","24.0235666666667","25.3068555555556"
"203","وادي البنت","الأودية ومصباتها","22.6859093","32.74397"
"204","وادي البنية","الأودية ومصباتها","13.5340405","31.7402849"
"205","وادي التمالسة","الأودية ومصباتها","14.0664638","31.8960016"
"206","وادي التميمي","الأودية ومصباتها","23.0803871","32.3429864"
"207","وادي التميمي","الأودية ومصباتها","23.036698","32.3119974"
"208","وادي الثابت","الأودية ومصباتها","25.0293384","31.8502091"
"209","وادي الجبالي","الأودية ومصباتها","24.1515756","32.0045096"
"210","وادي الجيفة","الأودية ومصباتها","13.9073643","31.6147526"
"211","وادي الجيفة","الأودية ومصباتها","13.9607048","31.6196205"
"212","وادي الحاج","الأودية ومصباتها","22.1804507","32.8889071"
"213","وادي الحاد","الأودية ومصباتها","17.9653931","26.3324992"
"214","وادي الحتوة","الأودية ومصباتها","24.8074722","31.989733"
"215","وادي الحجيانية","الأودية ومصباتها","24.3033881","31.9977041"
"216","وادي الحريقة","الأودية ومصباتها","25.0721741","31.7871352"
"217","وادي الحريقة","الأودية ومصباتها","24.47505","31.9892234"
"218","وادي الحسون أو وادي بن جبارة","الأودية ومصباتها","13.9916667","32.7413889"
"219","وادي الحصير","الأودية ومصباتها","24.1257777777778","32.00625"
"220","وادي الحصين","الأودية ومصباتها","22.0717692","32.9096222"
"221","وادي الحلشوف","الأودية ومصباتها","22.0553541","32.9059111"
"222","وادي الحلفاوي","الأودية ومصباتها","13.7763595","31.8633329"
"223","وادي الحمر","الأودية ومصباتها","25.1232664","31.722822"
"224","وادي الحميرا","الأودية ومصباتها","24.4624114","31.9886047"
"225","وادي الحنش","الأودية ومصباتها","21.5514232","32.8539098"
"226","وادي الحنيوة","الأودية ومصباتها","17.0330556","31.1525"
"227","وادي الحنيوة","الأودية ومصباتها","16.9877185","31.1098164"
"228","وادي الخبطة","الأودية ومصباتها","22.9255593","32.6658331"
"229","وادي الخبيري","الأودية ومصباتها","24.7467041","32.0106961"
"230","وادي الدبوسية","الأودية ومصباتها","22.276111111111","32.8477777777778"
"231","وادي الدكيكين","الأودية ومصباتها","21.5071416","32.8064565"
"232","وادي الدومة","الأودية ومصباتها","24.3887472","31.990006"
"233","وادي الديلة","الأودية ومصباتها","24.0587282","32.0224493"
"234","وادي الذبان","الأودية ومصباتها","23.0311194444445","32.6497805555556"
"235","وادي الذهب","الأودية ومصباتها","16.9410736","26.5969303"
"236","وادي الذيب","الأودية ومصباتها","24.8665228","31.88623"
"237","وادي الراهب","الأودية ومصباتها","25.0594712","31.801461"
"238","وادي الرحيب","الأودية ومصباتها","25.062561","31.7974945"
"239","وادي الرحيب","الأودية ومصباتها","24.4243026","31.9897512"
"240","وادي الرمان","الأودية ومصباتها","21.1004721","32.7665765"
"241","وادي الرملة","الأودية ومصباتها","22.239418","32.3795266"
"242","وادي الزيتون","الأودية ومصباتها","24.9876305555556","31.77265"
"243","وادي الزيتون","الأودية ومصباتها","14.6408521","32.2321088"
"244","وادي الزيتون","الأودية ومصباتها","24.0798533","32.0168367"
"245","وادي السد","الأودية ومصباتها","17.8736642","30.7500086"
"246","وادي السلام","الأودية ومصباتها","14.876378","28.5752557"
"247","وادي السهل","الأودية ومصباتها","23.8312089999999","32.135586"
"248","وادي السهل","الأودية ومصباتها","24.5475769","31.9793953"
"249","وادي السوينات","الأودية ومصباتها","23.6077983","32.1731884"
"250","وادي السوينيات","الأودية ومصباتها","23.6118078","32.1740505"
"251","وادي السي موسى","الأودية ومصباتها","21.720829","32.9382963"
"252","وادي الشبروق - المرصص","الأودية ومصباتها","23.6716805555556","32.0965305555556"
"253","وادي الشفار","الأودية ومصباتها","23.1102562","32.5023786"
"254","وادي الشقاليف","الأودية ومصباتها","24.1427565","32.0048826"
"255","وادي الشقة","الأودية ومصباتها","25.0308888888889","31.8859194444444"
"256","وادي الشقف","الأودية ومصباتها","21.3317766","32.7681976"
"257","وادي الشويعر","الأودية ومصباتها","21.2966666666666","32.7733333333333"
"258","وادي الشيصو","الأودية ومصباتها","21.7689126","32.7885215"
"259","وادي الصخرة","الأودية ومصباتها","22.1615911","32.9090817"
"260","وادي الصخور","الأودية ومصباتها","10.08501","28.71349"
"261","وادي الصنب","الأودية ومصباتها","21.5685214","32.7090278"
"262","وادي الصنب","الأودية ومصباتها","21.5586666666667","32.702"
"263","وادي الضحاك","الأودية ومصباتها","22.465465","32.6144255"
"264","وادي الطليعي","الأودية ومصباتها","12.180469","29.2800917"
"265","وادي العبد","الأودية ومصباتها","25.0768089","31.7788177"
"266","وادي العزامي","الأودية ومصباتها","23.0821037","32.4190951"
"267","وادي العقر","الأودية ومصباتها","20.7283333333334","32.4994444444444"
"268","وادي العقر","الأودية ومصباتها","17.8385598","30.7354455"
"269","وادي العودة","الأودية ومصباتها","23.9308428","32.1030242"
"270","وادي العين","الأودية ومصباتها","24.790864","31.9946103"
"271","وادي العين","الأودية ومصباتها","22.0463419","32.8818577"
"272","وادي العين","الأودية ومصباتها","20.7562157","32.1338346"
"273","وادي العين","الأودية ومصباتها","22.22095","32.8751"
"274","وادي الغاني","الأودية ومصباتها","17.1068236","28.8432954"
"275","وادي الغدير","الأودية ومصباتها","16.8755073","26.8660542"
"276","وادي الغدير","الأودية ومصباتها","14.8340949","28.5125553"
"277","وادي الفلقان","الأودية ومصباتها","22.9536152","32.6614165"
"278","وادي الفلو","الأودية ومصباتها","22.0752668","32.911982"
"279","وادي الفيض","الأودية ومصباتها","14.5463514","32.016019"
"280","وادي القبر","الأودية ومصباتها","24.5246999999999","31.98222"
"281","وادي القبرون","الأودية ومصباتها","14.1713333","32.709257"
"282","وادي القرجومة","الأودية ومصباتها","13.8475833333333","31.76625"
"283","وادي القصيبات وبردي القصيبية","الأودية ومصباتها","23.0971241","32.3177477"
"284","وادي القطا","الأودية ومصباتها","21.0431077","32.7505216"
"285","وادي القطارة","الأودية ومصباتها","23.7046336999999","32.1731787"
"286","وادي القطارة الشرقي","الأودية ومصباتها","25.0356039","31.8398043"
"287","وادي القطارة الغربي","الأودية ومصباتها","25.0270554","31.8541796"
"288","وادي القطيفة","الأودية ومصباتها","15.5987728","28.8261209"
"289","وادي القويطين","الأودية ومصباتها","25.0298118","31.8960205"
"290","وادي الكاف","الأودية ومصباتها","24.2882836","31.9925344"
"291","وادي الكرموسة","الأودية ومصباتها","25.0277388888888","31.7664"
"292","وادي الكلابيش","الأودية ومصباتها","20.9402418","32.7077945"
"293","وادي الكويفية","الأودية ومصباتها","25.111158","31.7417277"
"294","وادي الماجار","الأودية ومصباتها","23.1170368","32.479791"
"295","وادي الماس","الأودية ومصباتها","12.0324769","26.181797"
"296","وادي المالح","الأودية ومصباتها","22.0593667","32.9018937"
"297","وادي المحزم","الأودية ومصباتها","14.4299316","32.2805228"
"298","وادي المردوم","الأودية ومصباتها","14.3946067","31.7707245"
"299","وادي المريغة","الأودية ومصباتها","25.1206534","31.7079487"
"300","وادي المسيد أو وادي الرمل","الأودية ومصباتها","13.7048864","32.7900164"
"301","وادي المشيربة","الأودية ومصباتها","24.0529695","32.0265812"
"302","وادي المطاريد أو وادي سيدي حسن","الأودية ومصباتها","25.1385022","31.6774259"
"303","وادي المعمورة","الأودية ومصباتها","13.9401242","31.907691"
"304","وادي المعمورة","الأودية ومصباتها","13.9083277777778","31.9522166666667"
"305","وادي المعمورة","الأودية ومصباتها","13.9972542","31.8900764"
"306","وادي المعيقب","الأودية ومصباتها","23.7932968","32.1538516"
"307","وادي المقرون","الأودية ومصباتها","24.2181111111111","31.9992777777778"
"308","وادي الملاق","الأودية ومصباتها","23.0796146","32.3847091"
"309","وادي الملكة","الأودية ومصباتها","21.1205993","32.7601114"
"310","وادي المملوح","الأودية ومصباتها","21.7066669","32.9377741"
"311","وادي المهبول","الأودية ومصباتها","22.0930767","32.9191512"
"312","وادي المويلح","الأودية ومصباتها","21.5458723","32.8427957"
"313","وادي الناقة","الأودية ومصباتها","22.5439024","32.7891506"
"314","وادي الناقة","الأودية ومصباتها","22.5807522","32.7741449"
"315","وادي النعيمه","الأودية ومصباتها","14.1468055","31.963273"
"316","وادي النوس","الأودية ومصباتها","24.529531","31.9818524"
"317","وادي الهمسة","الأودية ومصباتها","23.0025000000001","32.6508333"
"318","وادي الهويات","الأودية ومصباتها","23.8989115","32.1133312"
"319","وادي الواعر","الأودية ومصباتها","23.9541006","32.1045161"
"320","وادي الودان","الأودية ومصباتها","24.1028333333334","32.0114722222222"
"321","وادي الودان","الأودية ومصباتها","24.0897238","32.0114876"
"322","وادي الوسيطة","الأودية ومصباتها","22.287848","32.8713154"
"323","وادي الوشكة","الأودية ومصباتها","15.6296611","28.840407"
"324","وادي ام العلق","الأودية ومصباتها","25.092119","31.7640277"
"325","وادي ام القرب","الأودية ومصباتها","11.7849317","31.7800808"
"326","وادي امريون","الأودية ومصباتها","11.515621","25.435788"
"327","وادي ان أفودا","الأودية ومصباتها","11.636265","24.494315"
"328","وادي ان تانانايت","الأودية ومصباتها","11.5380335","24.3444378"
"329","وادي انلالن","الأودية ومصباتها","10.11896","25.83698"
"330","وادي ايرلالين","الأودية ومصباتها","10.4328378","25.5695193"
"331","وادي ايسير","الأودية ومصباتها","12.119915","26.19519"
"332","وادي ايسين","الأودية ومصباتها","10.2","24.8666722222222"
"333","وادي ايضاهوين- أويس","الأودية ومصباتها","10.5814222","25.2869111"
"334","وادي ايضر","الأودية ومصباتها","10.2345662222222","24.6386030277778"
"335","وادي اين اهيد","الأودية ومصباتها","10.5077362","24.821951"
"336","وادي اين حقارين","الأودية ومصباتها","11.7868656","25.0045957"
"337","وادي اينسين","الأودية ومصباتها","12.089414","26.110619"
"338","وادي ايهيدن","الأودية ومصباتها","12.635263","26.413254"
"339","وادي بئر الرملة","الأودية ومصباتها","25.1451294","31.6760926"
"340","وادي باديس","الأودية ومصباتها","11.9204816","26.138428"
"341","وادي بالحمام","الأودية ومصباتها","23.5691071","32.1708902"
"342","وادي برجوج","الأودية ومصباتها","12.44065","25.72433"
"343","وادي بردي غنيوة","الأودية ومصباتها","25.0155687","31.9422209"
"344","وادي برزة","الأودية ومصباتها","14.1270339","31.5961879"
"345","وادي برور","الأودية ومصباتها","22.867012","32.6886538"
"346","وادي بزرة","الأودية ومصباتها","14.0312147","31.5832516"
"347","وادي بسيس أو وادي كريم","الأودية ومصباتها","13.85","32.7833333333333"
"348","وادي بلعريض","الأودية ومصباتها","21.3189608","32.7718959"
"349","وادي بلغدير","الأودية ومصباتها","21.8517352","32.8176855"
"350","وادي بلوز","الأودية ومصباتها","14.3964577","32.22822"
"351","وادي بن جواد","الأودية ومصباتها","18.0572947","30.7898266"
"352","وادي بن هنيدي","الأودية ومصباتها","17.0379778","28.1109039"
"353","وادي بن وليد","الأودية ومصباتها","14.0517282","31.7794014"
"354","وادي بني وليد","الأودية ومصباتها","13.4902668","31.8400504"
"355","وادي بو الفريط","الأودية ومصباتها","24.413209","31.9904064"
"356","وادي بو روحي","الأودية ومصباتها","25.0433694444445","31.8292888888889"
"357","وادي بوالحنافيس","الأودية ومصباتها","21.1897222222223","32.77"
"358","وادي بوالرصف","الأودية ومصباتها","14.2710042","32.6468913"
"359","وادي بوالرصف","الأودية ومصباتها","11.6928055555555","31.9011083333333"
"360","وادي بوالكراميس","الأودية ومصباتها","23.8802862","32.1146761"
"361","وادي بوالكف","الأودية ومصباتها","20.9891117","32.7314799"
"362","وادي بوبو","الأودية ومصباتها","10.6388855","24.6170573"
"363","وادي بوتركية","الأودية ومصباتها","21.8545395","32.8226821"
"364","وادي بوحجر","الأودية ومصباتها","23.8854575","32.1155485"
"365","وادي بوحسنة","الأودية ومصباتها","23.5107422","32.1654411"
"366","وادي بودويشة","الأودية ومصباتها","23.8256121","32.1394989"
"367","وادي بوزنة","الأودية ومصباتها","12.885817","26.478417"
"368","وادي بوشماري","الأودية ومصباتها","21.0249347","32.7416569"
"369","وادي بوشويبة","الأودية ومصباتها","20.6124564","32.3827098"
"370","وادي بوشويكة","الأودية ومصباتها","24.6683407","32.0166638"
"371","وادي بوعمود","الأودية ومصباتها","24.1949583","31.9914205"
"372","وادي بوفراش","الأودية ومصباتها","22.0432734","32.8861644"
"373","وادي بوقشيطة","الأودية ومصباتها","23.8041973","32.1486921"
"374","وادي بوقندول","الأودية ومصباتها","22.0762968","32.8972094"
"375","وادي بومشفة","الأودية ومصباتها","20.9217024","32.6952271"
"376","وادي بونبح","الأودية ومصباتها","21.8362284","32.8202801"
"377","وادي بي الكبير","الأودية ومصباتها","15.3199786","30.8622723"
"378","وادي تاتي","الأودية ومصباتها","24.5001984","31.9872943"
"379","وادي تاجنؤورت","الأودية ومصباتها","10.4106496666667","24.5375005277778"
"380","وادي تاروت","الأودية ومصباتها","13.6244444","32.465"
"381","وادي تازرفت","الأودية ومصباتها","10.4073388888889","25.7241305555556"
"382","وادي تاشوينات","الأودية ومصباتها","10.460701","24.806994"
"383","وادي تانشالت","الأودية ومصباتها","10.5959701","24.6638652"
"384","وادي تباركت","الأودية ومصباتها","12.1252556","25.8564741"
"385","وادي تخرخوري","الأودية ومصباتها","10.5043887","24.557272"
"386","وادي ترغت","الأودية ومصباتها","13.8222221999999","32.7894444"
"387","وادي ترغت","الأودية ومصباتها","13.7925","32.5630555555556"
"388","وادي ترغلات","الأودية ومصباتها","14.0557188","32.1709688"
"389","وادي تسبا","الأودية ومصباتها","10.4713277777778","25.2971194444444"
"390","وادي تشلواوت","الأودية ومصباتها","11.637682","25.069906"
"391","وادي تغسات","الأودية ومصباتها","12.9974999999999","32.1725"
"392","وادي تكبارت","الأودية ومصباتها","11.9720442","25.9172454"
"393","وادي تكظالت","الأودية ومصباتها","10.51905","24.8520667"
"394","وادي تلمسين","الأودية ومصباتها","11.21667","24.61667"
"395","وادي تلووا","الأودية ومصباتها","10.4396888888889","25.4575"
"396","وادي تلووات","الأودية ومصباتها","10.6667","24.9667"
"397","وادي تليغزتين","الأودية ومصباتها","11.9574230000001","25.738735"
"398","وادي تمام","الأودية ومصباتها","16.85","26.9"
"399","وادي تناروت","الأودية ومصباتها","11.1901233","29.6107421"
"400","وادي تناروت","الأودية ومصباتها","10.69","29.91444"
"401","وادي تنازوفت","الأودية ومصباتها","10.251818","25.0410071"
"402","وادي توت الفاهم","الأودية ومصباتها","25.1322388888889","31.6941888888889"
"403","وادي تورسين","الأودية ومصباتها","12.9669444444444","32.1133333333333"
"404","وادي تيجل تير","الأودية ومصباتها","10.5931754","25.034371"
"405","وادي تيدوا","الأودية ومصباتها","11.8136864","25.0822451"
"406","وادي تيدوا","الأودية ومصباتها","11.5411111111111","25.0408333333333"
"407","وادي تيشلوات","الأودية ومصباتها","11.8832904","24.9327885"
"408","وادي تيقنوين","الأودية ومصباتها","12.284458","26.281196"
"409","وادي تيكستين","الأودية ومصباتها","12.052006","25.662658"
"410","وادي تين ابلال","الأودية ومصباتها","11.8586517","25.8613711"
"411","وادي تين اموتين","الأودية ومصباتها","11.733206","25.652485"
"412","وادي تين اينستن","الأودية ومصباتها","12.070354","26.056723"
"413","وادي تين بيرسولا","الأودية ومصباتها","11.8395543","25.4924642"
"414","وادي تينناي","الأودية ومصباتها","13.5870409","31.7002026"
"415","وادي تيهي","الأودية ومصباتها","10.580767","25.2737156"
"416","وادي تيهيدين","الأودية ومصباتها","10.5958694","25.2670139"
"417","وادي جارف","الأودية ومصباتها","16.3093109","31.0763666"
"418","وادي جرب المالية","الأودية ومصباتها","11.3006106","31.8075792"
"419","وادي جرجار امه","الأودية ومصباتها","21.4144086","32.765094"
"420","وادي جرجور","الأودية ومصباتها","10.6187805555555","25.2382805555556"
"421","وادي جيهلالين","الأودية ومصباتها","11.573","24.5672"
"422","وادي حبون","الأودية ومصباتها","21.1516081","32.7646811"
"423","وادي حلق الدب","الأودية ومصباتها","24.5361614","31.9811426"
"424","وادي خنافس","الأودية ومصباتها","14.7333","30.9"
"425","وادي خنافس","الأودية ومصباتها","14.2643196","31.2873533"
"426","وادي دربوك","الأودية ومصباتها","13.7210833333334","32.0775833333333"
"427","وادي درغيس","الأودية ومصباتها","14.6927327","32.0245102"
"428","وادي درنة","الأودية ومصباتها","22.6304847","32.7505211"
"429","وادي درنة","الأودية ومصباتها","22.6438737","32.7646686"
"430","وادي دريدر","الأودية ومصباتها","13.4490683","31.2868393"
"431","وادي دينار","الأودية ومصباتها","14.0973221","31.840092"
"432","وادي رحملالين","الأودية ومصباتها","10.6580756","25.0170639"
"433","وادي رزق","الأودية ومصباتها","25.083847","31.7701711"
"434","وادي زازا","الأودية ومصباتها","20.4775277777778","32.4385833333333"
"435","وادي زرزار","الأودية ومصباتها","14.8874188","31.6182683"
"436","وادي زقار","الأودية ومصباتها","15.6263888888889","28.8586111111111"
"437","وادي زمزم","الأودية ومصباتها","13.0722928","30.9203953"
"438","وادي زوانة","الأودية ومصباتها","20.957408","32.7157024"
"439","وادي ساسو","الأودية ومصباتها","14.940387","32.1348837"
"440","وادي سالموس","الأودية ومصباتها","21.4047414","32.2161551"
"441","وادي سلطان","الأودية ومصباتها","15.5872964","28.8408973"
"442","وادي سلفوفيت","الأودية ومصباتها","10.8","24.56667"
"443","وادي سملوس","الأودية ومصباتها","21.2532663","32.375277"
"444","وادي سوامة","الأودية ومصباتها","20.973587","32.7235373"
"445","وادي سواني","الأودية ومصباتها","25.0879776","31.7513337"
"446","وادي سوف الجين","الأودية ومصباتها","13.370018","31.6723757"
"447","وادي سوف الجين","الأودية ومصباتها","13.442976","31.7392121"
"448","وادي سوف الجين","الأودية ومصباتها","13.4920263","31.2832457"
"449","وادي سوق الخميس","الأودية ومصباتها","14.3624165","32.5899548"
"450","وادي سيدي بنور","الأودية ومصباتها","13.595624","32.7894933"
"451","وادي سيدي عامر","الأودية ومصباتها","21.7522222222223","32.9272222222222"
"452","وادي سيدي عون","الأودية ومصباتها","22.9131031","32.6690033"
"453","وادي سيندار","الأودية ومصباتها","10.6736111111111","25.0488888888889"
"454","وادي شطيب الحقفة","الأودية ومصباتها","25.0151611111112","31.7233611111111"
"455","وادي شعبة الطريق","الأودية ومصباتها","14.3763351","31.1540565"
"456","وادي شماس","الأودية ومصباتها","25.0983095","31.7494087"
"457","وادي طرطقو","الأودية ومصباتها","21.4720413","32.70459"
"458","وادي عبدالملك","الأودية ومصباتها","24.9248886","21.9318997"
"459","وادي عياد","الأودية ومصباتها","24.6166277","32.0012342"
"460","وادي عين احباتر","الأودية ومصباتها","12.141931","25.7447041"
"461","وادي عين حباتر","الأودية ومصباتها","11.9888550000001","25.695042"
"462","وادي غان","الأودية ومصباتها","13.1421666666666","32.1506111111111"
"463","وادي غاني الكبير","الأودية ومصباتها","17.1011158","28.7452592"
"464","وادي غبين","الأودية ومصباتها","14.445944","31.667705"
"465","وادي غبين","الأودية ومصباتها","14.2502922","31.7003851"
"466","وادي غرغار","الأودية ومصباتها","13.5579872","31.754098"
"467","وادي غرغار","الأودية ومصباتها","13.5752392","31.7558313"
"468","وادي غلاشم","الأودية ومصباتها","10.3961238","25.1775043"
"469","وادي غلبون","الأودية ومصباتها","13.9467384","31.7663748"
"470","وادي فاسات","الأودية ومصباتها","12.5475454","32.1606456"
"471","وادي فدراج","الأودية ومصباتها","14.3343151","31.6880248"
"472","وادي فدراج","الأودية ومصباتها","14.2035682","31.7241604"
"473","وادي فرس","الأودية ومصباتها","14.1941247","32.0122586"
"474","وادي فروة","الأودية ومصباتها","21.16667","32.76667"
"475","وادي قابس","الأودية ومصباتها","24.5992899","31.9845279"
"476","وادي قدرون","الأودية ومصباتها","23.1360912","32.3105664"
"477","وادي قرا","الأودية ومصباتها","21.8343004","32.8378089"
"478","وادي قرزة","الأودية ومصباتها","14.5502329","30.940182"
"479","وادي قرماط","الأودية ومصباتها","13.7273312","31.8341076"
"480","وادي كحيلة","الأودية ومصباتها","18.2396734","30.6929593"
"481","وادي كرسة","الأودية ومصباتها","22.4164972","32.8290803"
"482","وادي كعب","الأودية ومصباتها","21.1790051","32.5983103"
"483","وادي كودجات","الأودية ومصباتها","12.5841666666666","32.0463888888889"
"484","وادي كيسان","الأودية ومصباتها","10.4929733","24.9027862"
"485","وادي لامين","الأودية ومصباتها","21.3139798","32.7721384"
"486","وادي لبدة","الأودية ومصباتها","14.2967319","32.6376944"
"487","وادي لهيرا","الأودية ومصباتها","22.0477099","32.9065371"
"488","وادي لوعير","الأودية ومصباتها","23.8507607","32.1302545"
"489","وادي ماجر","الأودية ومصباتها","14.4314766","32.2449064"
"490","وادي ماكيات","الأودية ومصباتها","10.0733999","25.1891567"
"491","وادي متخندوش","الأودية ومصباتها","11.934518","25.6882739"
"492","وادي مرقس","الأودية ومصباتها","22.2072581","32.8472222"
"493","وادي مرقس أو وادي الشواعر","الأودية ومصباتها","22.228278","32.860026"
"494","وادي مسلقون","الأودية ومصباتها","21.6444593","32.8947508"
"495","وادي مسوجي","الأودية ومصباتها","13.7767696","31.653838"
"496","وادي مسوجي","الأودية ومصباتها","13.6215019","31.748022"
"497","وادي مقدال","الأودية ومصباتها","13.6930847","31.5064101"
"498","وادي مقيونس","الأودية ومصباتها","21.20811","32.7713"
"499","وادي ملجة","الأودية ومصباتها","21.8361243","32.8360343"
"500","وادي ملجة","الأودية ومصباتها","21.8432624","32.828641"
"501","وادي منصور","الأودية ومصباتها","13.9701017","32.0169109"
"502","وادي منصور","الأودية ومصباتها","14.23595","31.8416111111111"
